ACCELEROMETER_X,ACCELEROMETER_Y,ACCELEROMETER_Z,GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR_X,LINEAR_Y,LINEAR_Z,GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT (lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION Z (azimuth °),ORIENTATION X (pitch °),ORIENTATION Y (roll °),PROXIMITY (m),SOUNDLEVEL,LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( m/s),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time  ,Date
-0.8746,-0.329,9.8432,-0.8546,-0.3229,9.764,-0.0049,0.0014,-0.0029,0.0003,-0.0018,-0.0005,30,-40.57,-27.99,-40.08,123.35,1.89,5,5,24.434,,,,NaN,,,,0 / 0,191506,2018-08-11 08:41:38:444
-0.865,-0.3302,9.8564,-0.8532,-0.3277,9.764,-0.0011,0.0011,0.0025,0.0003,-0.0005,-0.0005,30,-40.93,-27.96,-41.26,123.35,1.92,4.99,5,24.204,,,,NaN,,,,0 / 0,192008,2018-08-11 08:41:38:946
-0.8602,-0.3302,9.8492,-0.8538,-0.3253,9.764,0.0017,-0.0047,-0.0026,-0.001,-0.0005,-0.0005,30,-41.62,-27.36,-41.24,121.85,1.9,5,5,21.296,,,,NaN,,,,0 / 0,192507,2018-08-11 08:41:39:445
-0.8746,-0.329,9.8504,-0.8478,-0.3255,9.7645,0.0072,-0.0077,0.0005,0.0003,-0.0005,-0.0005,30,-40.9,-27.06,-41.24,122.45,1.9,4.96,5,24.969,,,,NaN,,,,0 / 0,193008,2018-08-11 08:41:39:946
-0.8686,-0.323,9.8468,-0.851,-0.3244,9.7643,-0.0065,0.0024,-0.0077,0.0003,0.0007,-0.0005,30,-40.72,-26.76,-41.53,122.42,1.9,4.97,5,23.047,,,,NaN,,,,0 / 0,193506,2018-08-11 08:41:40:444
-0.8698,-0.3194,9.8492,-0.8495,-0.3259,9.7643,-0.0094,0.0082,-0.0084,0.0003,0.0007,-0.0005,30,-40.9,-26.75,-41.83,122.43,1.91,4.96,5,24.778,,,,NaN,,,,0 / 0,194007,2018-08-11 08:41:40:945
-0.8483,-0.3374,9.8779,-0.8482,-0.3245,9.7645,0.0065,-0.0081,0.0165,-0.001,-0.0005,-0.0005,30,-40.74,-27.35,-42.13,122.42,1.9,4.96,5,23.807,,,,NaN,,,,0 / 0,194507,2018-08-11 08:41:41:445
-0.8459,-0.3314,9.8612,-0.8536,-0.326,9.764,-0.0081,-0.0029,-0.0067,-0.001,0.0007,-0.0005,30,-41.1,-27.67,-40.95,123.34,1.9,5,5,23.681,,,,NaN,,,,0 / 0,195007,2018-08-11 08:41:41:945
-0.8495,-0.3266,9.8576,-0.8503,-0.3253,9.7643,0.0029,0.0028,0.0008,-0.001,0.0007,-0.0005,30,-39.64,-26.5,-40.35,122.12,1.9,4.98,5,23.327,,,,NaN,,,,0 / 0,195507,2018-08-11 08:41:42:445
-0.8662,-0.317,9.8396,-0.848,-0.3238,9.7645,0.0023,0.0029,-0.0023,-0.001,-0.0005,-0.0005,30,-40.04,-27.34,-42.73,122.99,1.89,4.96,5,23.268,,,,NaN,,,,0 / 0,196007,2018-08-11 08:41:42:945
-0.8483,-0.3362,9.8719,-0.8527,-0.3292,9.764,0.0125,-0.0036,0.0118,-0.001,-0.0005,0.0007,30,-41.09,-27.06,-41.53,122.42,1.92,5,5,27.575,,,,NaN,,,,0 / 0,196507,2018-08-11 08:41:43:445
-0.8722,-0.3314,9.8612,-0.856,-0.3285,9.7637,-0.012,0.0018,-0.0036,-0.001,0.0007,-0.0005,30,-40.9,-27.05,-41.83,122.42,1.92,5,5,25.904,,,,NaN,,,,0 / 0,197008,2018-08-11 08:41:43:946
-0.8662,-0.3242,9.8576,-0.8529,-0.3254,9.7641,-0.0079,0.0023,-0.0028,0.0003,-0.0005,-0.0005,30,-40.38,-27.35,-42.13,123.01,1.9,4.99,5,23.828,,,,NaN,,,,0 / 0,197506,2018-08-11 08:41:44:444
-0.8303,-0.3314,9.8612,-0.8521,-0.3279,9.7641,-0.0086,-0.0007,0.0013,0.0003,0.0007,-0.0005,30,-40.74,-27.36,-41.54,122.43,1.92,4.97,5,23.647,,,,NaN,,,,0 / 0,198007,2018-08-11 08:41:44:945
-0.8626,-0.3314,9.8695,-0.8504,-0.3283,9.7642,-0.005,0.002,0.005,-0.001,-0.0005,-0.0005,30,-41.81,-27.96,-40.95,122.78,1.92,4.98,5,22.702,,,,NaN,,,,0 / 0,198507,2018-08-11 08:41:45:445
-0.8626,-0.3254,9.8779,-0.8476,-0.3247,9.7646,-0.0041,0.0052,-0.0053,-0.001,0.0007,-0.0017,30,-40.73,-27.06,-41.54,122.43,1.9,4.96,5,21.427,,,,NaN,,,,0 / 0,199007,2018-08-11 08:41:45:945
-0.8554,-0.3338,9.8552,-0.8475,-0.3268,9.7645,0.0071,-0.0046,0.0012,0.0003,-0.0005,0.0007,30,-40.93,-27.96,-41.26,123.36,1.91,4.96,5,21.3,,,,NaN,,,,0 / 0,199507,2018-08-11 08:41:46:445
-0.8507,-0.3302,9.8624,-0.8545,-0.3239,9.764,0.0132,-0.004,0.003,0.0003,-0.0005,-0.0005,30,-40.57,-27.65,-41.84,123.31,1.89,5.01,5,23.236,,,,NaN,,,,0 / 0,200007,2018-08-11 08:41:46:945
-0.8554,-0.3278,9.8636,-0.8513,-0.325,9.7642,-0.0125,0.0016,-0.0051,0.0003,-0.0005,-0.0005,30,-40.57,-27.35,-41.84,122.42,1.9,4.98,5,26.596,,,,NaN,,,,0 / 0,200506,2018-08-11 08:41:47:444
-0.8542,-0.323,9.8552,-0.8539,-0.3248,9.764,-0.0014,0.0031,-0.0018,0.0003,-0.0005,0.0007,30,-40.57,-27.99,-40.08,123.36,1.9,5,5,25.516,,,,NaN,,,,0 / 0,201007,2018-08-11 08:41:47:945
-0.8495,-0.3111,9.8624,-0.8537,-0.3236,9.7641,0.0014,-0.0018,0.0032,0.0003,0.0007,-0.0005,30,-40.76,-27.94,-42.14,123.31,1.89,5,5,23.68,,,,NaN,,,,0 / 0,201507,2018-08-11 08:41:48:445
-0.8554,-0.335,9.8576,-0.8538,-0.325,9.764,0.0057,-0.0049,0.0064,0.0003,-0.0005,-0.0005,30,-41.27,-27.66,-41.25,123.34,1.9,5,5,24.616,,,,NaN,,,,0 / 0,202007,2018-08-11 08:41:48:945
-0.8542,-0.3147,9.8647,-0.8488,-0.3263,9.7644,0.0033,-0.0005,0.0057,0.0003,-0.0005,-0.0005,30,-41.29,-28.25,-41.26,123.35,1.91,4.98,5,28.604,,,,NaN,,,,0 / 0,202507,2018-08-11 08:41:49:445
-0.871,-0.3218,9.8647,-0.8513,-0.3239,9.7643,-0.0113,0.0052,0.0044,0.0003,-0.0005,-0.0005,30,-41.09,-27.05,-42.12,122.42,1.9,4.98,5,25.411,,,,NaN,,,,0 / 0,203007,2018-08-11 08:41:49:945
-0.8554,-0.3338,9.8612,-0.8508,-0.3268,9.7642,-0.0013,0.0041,-0.005,0.0003,-0.0005,-0.0005,30,-41.09,-27.38,-40.36,122.47,1.91,4.98,5,22.423,,,,NaN,,,,0 / 0,203508,2018-08-11 08:41:50:446
-0.8806,-0.3326,9.8468,-0.8482,-0.3266,9.7644,-0.008,0.0023,0.0018,0.0003,-0.0005,-0.0005,30,-40.73,-27.05,-42.13,122.43,1.91,4.96,5,24.279,,,,NaN,,,,0 / 0,204007,2018-08-11 08:41:50:945
-0.8722,-0.3266,9.8504,-0.8512,-0.3263,9.7642,-0.0094,0.002,-0.0057,0.0003,-0.0005,-0.0005,30,-41.09,-27.06,-41.53,122.42,1.91,4.98,5,26.797,,,,NaN,,,,0 / 0,204508,2018-08-11 08:41:51:446
-0.8566,-0.3302,9.854,-0.849,-0.3242,9.7645,0.003,0.0004,0.0033,0.0003,-0.0005,-0.0005,30,-39.51,-27.66,-41.85,123.93,1.9,4.97,5,22.626,,,,NaN,,,,0 / 0,205007,2018-08-11 08:41:51:945
-0.8387,-0.3326,9.8612,-0.8499,-0.3247,9.7644,0.0073,0.0092,-0.0054,0.0003,-0.0005,-0.0005,30,-40.75,-27.97,-40.96,123.35,1.9,4.98,5,21.451,,,,NaN,,,,0 / 0,205507,2018-08-11 08:41:52:445
-0.8483,-0.3254,9.8576,-0.8496,-0.3253,9.7644,0.0109,0.0038,0.0053,0.0003,-0.0005,-0.0005,30,-40.59,-27.91,-43.62,123.28,1.91,4.99,5,26.486,,,,NaN,,,,0 / 0,206007,2018-08-11 08:41:52:945
-0.8674,-0.3134,9.8552,-0.8539,-0.3237,9.764,-0.0076,0.0055,0.0036,-0.001,-0.0005,0.0007,30,-40.93,-27.64,-42.43,123.32,1.89,4.99,5,23.573,,,,NaN,,,,0 / 0,206507,2018-08-11 08:41:53:445
-0.8483,-0.3481,9.8588,-0.8511,-0.326,9.7642,0.0133,-0.0001,-0.0029,-0.001,-0.0005,-0.0005,30,-41.11,-27.94,-42.14,123.32,1.9,4.99,5,21.252,,,,NaN,,,,0 / 0,207007,2018-08-11 08:41:53:945
-0.8698,-0.3254,9.8552,-0.8518,-0.3271,9.7641,0.0034,-0.0073,0.0009,0.0003,0.0007,-0.0005,30,-40.73,-27.06,-41.54,122.42,1.91,4.99,5,25.369,,,,NaN,,,,0 / 0,207507,2018-08-11 08:41:54:445
-0.8399,-0.3039,9.866,-0.8482,-0.3231,9.7646,0.0068,0.0113,-0.0025,0.0003,-0.0005,-0.0005,30,-41.28,-27.96,-41.25,123.35,1.9,4.97,5,26.197,,,,NaN,,,,0 / 0,208007,2018-08-11 08:41:54:945
-0.8471,-0.335,9.8588,-0.8485,-0.3203,9.7646,0.0071,0.0105,0.0054,-0.001,0.0007,-0.0005,30,-41.1,-27.67,-40.95,123.34,1.87,4.97,5,24.927,,,,NaN,,,,0 / 0,208507,2018-08-11 08:41:55:445
-0.8351,-0.335,9.8683,-0.854,-0.3253,9.764,-0.0004,-0.0055,0.0038,0.0003,-0.0005,-0.0005,30,-41.09,-27.36,-41.54,122.41,1.89,5,5,26.737,,,,NaN,,,,0 / 0,209007,2018-08-11 08:41:55:945
-0.8542,-0.3338,9.86,-0.8526,-0.3259,9.7641,-0.0048,0.006,-0.0046,0.0003,-0.0005,0.0007,30,-41.28,-27.97,-40.66,123.35,1.9,4.99,5,22.184,,,,NaN,,,,0 / 0,209507,2018-08-11 08:41:56:445
-0.8542,-0.323,9.8755,-0.8467,-0.3296,9.7645,0.0064,-0.0003,0.0033,-0.001,-0.0005,-0.0005,30,-41.1,-27.67,-40.95,123.37,1.92,4.96,5,22.965,,,,NaN,,,,0 / 0,210008,2018-08-11 08:41:56:946
-0.8638,-0.317,9.8396,-0.8447,-0.3221,9.7649,-0.0056,-0.0048,0.0003,0.0003,-0.0005,0.0007,30,-40.75,-27.66,-41.55,123.33,1.88,4.94,5,24.071,,,,NaN,,,,0 / 0,210507,2018-08-11 08:41:57:445
-0.8531,-0.335,9.8576,-0.8484,-0.3272,9.7644,0.0003,-0.0013,-0.0066,0.0003,-0.0005,-0.0005,30,-40.72,-26.76,-41.53,122.43,1.91,4.97,5,24.56,,,,NaN,,,,0 / 0,211006,2018-08-11 08:41:57:944
-0.871,-0.3182,9.8456,-0.8502,-0.3247,9.7643,-0.0108,0.0105,-0.0153,0.0003,-0.0005,-0.0005,30,-40.74,-27.67,-40.96,123.35,1.91,4.97,5,21.873,,,,NaN,,,,0 / 0,211507,2018-08-11 08:41:58:445
-0.8554,-0.317,9.8624,-0.8569,-0.3282,9.7636,-0.0089,-0.0068,-0.0032,0.0003,-0.0005,-0.0005,30,-40.01,-26.78,-40.94,123.03,1.92,5.02,5,22.495,,,,NaN,,,,0 / 0,212006,2018-08-11 08:41:58:944
-0.8662,-0.3278,9.854,-0.8484,-0.325,9.7645,-0.0102,0.0023,-0.002,0.0003,-0.0005,-0.0005,30,-40.18,-26.78,-40.65,123.04,1.9,4.96,5,21.732,,,,NaN,,,,0 / 0,212508,2018-08-11 08:41:59:446
-0.8722,-0.323,9.8456,-0.8509,-0.3234,9.7643,-0.0083,0.0021,-0.0005,0.0003,-0.0005,-0.0005,30,-40.75,-27.66,-41.55,123.32,1.89,4.98,5,24.277,,,,NaN,,,,0 / 0,213007,2018-08-11 08:41:59:945
-0.8758,-0.329,9.854,-0.8506,-0.328,9.7642,0.003,-0.0119,-0.001,-0.001,-0.0005,-0.0005,30,-41.28,-27.65,-41.84,123.33,1.91,4.98,5,23.792,,,,NaN,,,,0 / 0,213507,2018-08-11 08:42:00:445
-0.865,-0.3218,9.8384,-0.8547,-0.3294,9.7638,-0.0116,0.0015,-0.0079,0.0003,-0.0005,-0.0005,30,-40.22,-27.66,-41.85,123.93,1.93,5,5,22.556,,,,NaN,,,,0 / 0,214008,2018-08-11 08:42:00:946
-0.8495,-0.3194,9.8683,-0.8506,-0.3279,9.7642,-0.0055,0.0084,0.0048,0.0003,-0.0005,-0.0005,30,-41.47,-28.55,-41.56,124.23,1.92,4.98,5,23.947,,,,NaN,,,,0 / 0,214507,2018-08-11 08:42:01:445
-0.8722,-0.3218,9.8432,-0.8475,-0.3251,9.7646,0.0017,-0.0022,0.0036,-0.001,-0.0005,-0.0005,30,-40.74,-27.35,-42.13,122.42,1.89,4.96,5,24.227,,,,NaN,,,,0 / 0,215006,2018-08-11 08:42:01:944
-0.8578,-0.3147,9.8552,-0.8496,-0.3245,9.7644,-0.0013,0.0116,-0.0059,0.0003,-0.0005,-0.0005,30,-40.75,-27.64,-42.14,123.33,1.9,4.97,5,22.839,,,,NaN,,,,0 / 0,215507,2018-08-11 08:42:02:445
-0.8459,-0.3374,9.8695,-0.8453,-0.3283,9.7646,-0.0009,-0.0101,-0.0019,0.0003,-0.0005,-0.0005,30,-40.93,-27.96,-41.26,123.37,1.91,4.95,5,22.252,,,,NaN,,,,0 / 0,216007,2018-08-11 08:42:02:945
-0.8578,-0.3254,9.8588,-0.8466,-0.328,9.7645,0.0026,-0.0004,0.0018,0.0003,0.0007,-0.0005,30,-40.23,-27.95,-41.85,123.95,1.92,4.96,5,21.146,,,,NaN,,,,0 / 0,216507,2018-08-11 08:42:03:445
-0.8686,-0.3194,9.8492,-0.8529,-0.3279,9.764,-0.0059,0.0002,-0.0019,0.0003,-0.0005,-0.0005,30,-40.21,-27.68,-40.66,123.96,1.91,4.99,5,21.682,,,,NaN,,,,0 / 0,217007,2018-08-11 08:42:03:945
-0.8626,-0.323,9.8492,-0.855,-0.3244,9.7639,-0.0006,0.004,-0.009,0.0003,0.0007,0.0007,30,-40.38,-27.36,-41.54,123,1.9,5,5,23.637,,,,NaN,,,,0 / 0,217507,2018-08-11 08:42:04:445
-0.8375,-0.335,9.8647,-0.851,-0.3289,9.7641,0.0012,-0.0131,-0.0028,0.0003,0.0007,-0.0005,30,-40.75,-27.66,-41.55,123.33,1.91,4.98,5,22.268,,,,NaN,,,,0 / 0,218007,2018-08-11 08:42:04:945
-0.8519,-0.323,9.8719,-0.8517,-0.3261,9.7642,0.0026,-0.0038,-0.0013,0.0003,-0.0005,-0.0005,30,-40.92,-27.65,-41.84,123.33,1.91,4.98,5,22.007,,,,NaN,,,,0 / 0,218507,2018-08-11 08:42:05:445
-0.8554,-0.3254,9.8647,-0.8447,-0.3265,9.7647,0.0039,0.0009,0.001,0.0003,0.0007,-0.0005,30,-39.66,-26.45,-42.71,122.08,1.91,4.95,5,20.24,,,,NaN,,,,0 / 0,219007,2018-08-11 08:42:05:945
-0.8638,-0.3158,9.842,-0.8485,-0.3279,9.7644,-0.0084,0.0097,-0.0034,-0.001,0.0007,-0.0005,30,-41.11,-28.26,-40.97,123.36,1.92,4.97,5,20.904,,,,NaN,,,,0 / 0,219507,2018-08-11 08:42:06:445
-0.8471,-0.3493,9.8671,-0.8522,-0.3275,9.7641,0.0038,0.0069,0.0046,-0.001,0.0007,-0.0005,30,-40.37,-26.75,-42.12,123.02,1.91,4.99,5,29.51,,,,NaN,,,,0 / 0,220008,2018-08-11 08:42:06:946
-0.8566,-0.341,9.8552,-0.8579,-0.3291,9.7635,-0.0092,0.0012,-0.0033,-0.001,0.0007,-0.0005,30,-41.28,-27.96,-41.25,123.35,1.92,5,5,32.198,,,,NaN,,,,0 / 0,220506,2018-08-11 08:42:07:444
-0.865,-0.317,9.848,-0.8574,-0.3302,9.7635,0.0104,0.0004,0.0067,0.0003,-0.0005,-0.0005,30,-40.55,-27.39,-40.07,122.46,1.93,5.03,5,23.888,,,,NaN,,,,0 / 0,221007,2018-08-11 08:42:07:945
-0.8674,-0.3242,9.8456,-0.8574,-0.3282,9.7636,0.0115,0,0.0093,0.0003,0.0007,-0.0005,30,-39.87,-27.63,-43.03,123.89,1.92,5.03,5,24.525,,,,NaN,,,,0 / 0,221507,2018-08-11 08:42:08:445
-0.8507,-0.3338,9.8647,-0.853,-0.3265,9.764,0.0086,-0.0037,0.0054,0.0003,0.0007,-0.0005,30,-40.9,-27.06,-41.24,122.43,1.91,5,5,24.953,,,,NaN,,,,0 / 0,222007,2018-08-11 08:42:08:945
-0.8662,-0.3242,9.8576,-0.8519,-0.3273,9.7641,0.0013,-0.0069,-0.0016,0.0003,-0.0005,-0.0005,30,-40.2,-27.06,-41.84,123.01,1.91,4.99,5,31.237,,,,NaN,,,,0 / 0,222507,2018-08-11 08:42:09:445
-0.8578,-0.3481,9.8552,-0.8574,-0.327,9.7636,0.0017,-0.0008,0.0037,-0.001,0.0007,-0.0005,30,-40.37,-27.08,-40.95,123.02,1.91,5.02,5,28.803,,,,NaN,,,,0 / 0,223008,2018-08-11 08:42:09:946
-0.871,-0.323,9.8516,-0.8604,-0.3276,9.7633,-0.0029,0.0065,-0.0031,0.0003,-0.0005,0.0007,30,-40.73,-27.38,-40.36,122.45,1.92,5.04,5,22.977,,,,NaN,,,,0 / 0,223507,2018-08-11 08:42:10:445
-0.8662,-0.323,9.8588,-0.8537,-0.3263,9.764,0.0232,-0.0016,0.0099,-0.001,0.0007,-0.0005,30,-40.72,-26.76,-41.53,122.41,1.91,5,5,26.248,,,,NaN,,,,0 / 0,224007,2018-08-11 08:42:10:945
-0.877,-0.3314,9.8528,-0.8546,-0.3267,9.7639,0.0061,0.0065,0.0065,0.0003,0.0007,-0.0005,30,-40.23,-28.26,-41.27,123.95,1.91,5.01,5,24.985,,,,NaN,,,,0 / 0,224507,2018-08-11 08:42:11:445
-0.8447,-0.329,9.8612,-0.8485,-0.3226,9.7646,-0.0037,-0.0108,0.007,-0.001,0.0007,-0.0005,30,-40.21,-27.36,-41.84,123,1.87,4.96,5,31.693,,,,NaN,,,,0 / 0,225007,2018-08-11 08:42:11:945
-0.8722,-0.329,9.8528,-0.852,-0.3286,9.764,-0.0041,-0.0001,0.0027,-0.001,-0.0005,-0.0005,30,-40.01,-27.1,-39.77,123.06,1.92,4.99,5,22.569,,,,NaN,,,,0 / 0,225506,2018-08-11 08:42:12:444
-0.859,-0.323,9.8636,-0.8485,-0.3281,9.7644,0.0058,0.0036,-0.0053,0.0003,0.0007,-0.0005,30,-40.74,-27.99,-39.78,123.39,1.92,4.97,5,20.429,,,,NaN,,,,0 / 0,226006,2018-08-11 08:42:12:944
-0.8626,-0.3266,9.8695,-0.849,-0.3271,9.7644,-0.0049,-0.007,-0.0061,0.0003,-0.0005,-0.0005,30,-41.61,-27.07,-40.64,121.87,1.91,4.97,5,21.293,,,,NaN,,,,0 / 0,226507,2018-08-11 08:42:13:445
-0.8519,-0.3194,9.8432,-0.8474,-0.3266,9.7645,-0.0005,0.0007,-0.0076,0.0003,-0.0005,-0.0005,30,-41.29,-28.27,-40.67,123.36,1.91,4.96,5,26.588,,,,NaN,,,,0 / 0,227007,2018-08-11 08:42:13:945
-0.8758,-0.3314,9.8528,-0.8546,-0.3281,9.7638,-0.0019,-0.0044,-0.0012,0.0003,0.0007,-0.0017,30,-40.72,-27.4,-39.77,122.46,1.92,5,5,22.48,,,,NaN,,,,0 / 0,227506,2018-08-11 08:42:14:444
-0.8483,-0.341,9.8564,-0.8461,-0.3283,9.7646,0.0034,-0.0056,-0.0055,0.0003,-0.0005,-0.0005,30,-40.37,-27.06,-41.54,123.03,1.91,4.96,5,22.267,,,,NaN,,,,0 / 0,228008,2018-08-11 08:42:14:946
-0.8375,-0.329,9.8695,-0.8496,-0.3209,9.7645,0.019,-0.0046,0.012,0.0003,-0.0005,-0.0005,30,-40.93,-28.27,-40.67,123.33,1.87,4.99,5,22.209,,,,NaN,,,,0 / 0,228507,2018-08-11 08:42:15:445
-0.8507,-0.3434,9.8576,-0.8499,-0.3207,9.7645,0.011,0.0059,0.0085,0.0003,-0.0005,-0.0005,30,-40.75,-27.97,-40.96,123.33,1.88,4.98,5,24.703,,,,NaN,,,,0 / 0,229007,2018-08-11 08:42:15:945
-0.8507,-0.3374,9.8683,-0.8529,-0.3233,9.7641,-0.0005,0.0053,-0.0048,0.0003,0.0007,-0.0005,30,-39.86,-27.65,-42.44,123.92,1.89,4.99,5,26.899,,,,NaN,,,,0 / 0,229507,2018-08-11 08:42:16:445
-0.8734,-0.3326,9.8564,-0.8571,-0.3281,9.7636,-0.007,-0.0026,0.0018,-0.001,0.0007,-0.0005,30,-41.46,-27.94,-42.14,123.32,1.91,5.01,5,25.611,,,,NaN,,,,0 / 0,230007,2018-08-11 08:42:16:945
-0.8746,-0.335,9.8492,-0.8501,-0.3285,9.7642,0.0043,-0.0112,0.0033,-0.001,-0.0005,-0.0017,30,-40.22,-27.66,-41.85,123.93,1.91,4.98,5,21.987,,,,NaN,,,,0 / 0,230508,2018-08-11 08:42:17:446
-0.8614,-0.3206,9.8504,-0.8511,-0.3281,9.7641,0.002,0.0032,0.0075,0.0003,-0.0005,-0.0005,30,-41.25,-27.09,-40.06,122.47,1.92,4.98,5,30.115,,,,NaN,,,,0 / 0,231007,2018-08-11 08:42:17:945
-0.859,-0.335,9.8815,-0.8489,-0.3236,9.7645,0.0056,-0.0046,0.0079,0.0003,-0.0005,-0.0005,30,-39.83,-26.77,-41.24,123.03,1.89,4.97,5,28.472,,,,NaN,,,,0 / 0,231507,2018-08-11 08:42:18:445
-0.8507,-0.3362,9.8683,-0.8508,-0.3271,9.7642,-0.0034,-0.0057,0.0038,0.0003,-0.0005,0.0007,30,-40.21,-27.36,-41.84,123.02,1.91,4.98,5,25.682,,,,NaN,,,,0 / 0,232007,2018-08-11 08:42:18:945
-0.8602,-0.3278,9.854,-0.8452,-0.325,9.7648,0.0149,-0.0009,0.0025,0.0003,-0.0005,-0.0005,30,-40.9,-27.05,-41.83,122.42,1.9,4.97,5,24.228,,,,NaN,,,,0 / 0,232507,2018-08-11 08:42:19:445
-0.8495,-0.3278,9.8624,-0.8512,-0.3257,9.7642,-0.0066,0.0033,0.005,0.0003,-0.0005,-0.0005,30,-39.84,-27.06,-41.84,123.01,1.9,4.98,5,23.993,,,,NaN,,,,0 / 0,233007,2018-08-11 08:42:19:945
-0.8327,-0.3398,9.866,-0.85,-0.3288,9.7642,0.0021,-0.0011,-0.0045,0.0003,-0.0005,-0.0005,30,-41.28,-27.65,-41.84,123.34,1.92,4.98,5,21.872,,,,NaN,,,,0 / 0,233506,2018-08-11 08:42:20:444
-0.8662,-0.3266,9.854,-0.8493,-0.3277,9.7643,-0.0072,0.0026,-0.0081,-0.001,0.0007,-0.0005,30,-40.72,-27.08,-40.35,122.47,1.91,4.96,5,24.212,,,,NaN,,,,0 / 0,234006,2018-08-11 08:42:20:944
-0.8614,-0.3374,9.86,-0.8519,-0.3309,9.764,-0.004,-0.0021,0.0017,0.0003,-0.0005,-0.0005,30,-39.84,-27.06,-41.84,123.03,1.93,4.98,5,26.747,,,,NaN,,,,0 / 0,234508,2018-08-11 08:42:21:446
-0.8483,-0.3326,9.8612,-0.8536,-0.3297,9.7639,0.0056,-0.0027,0.0039,-0.001,-0.0005,-0.0005,30,-41.28,-27.96,-41.25,123.35,1.92,5,5,24.134,,,,NaN,,,,0 / 0,235007,2018-08-11 08:42:21:945
-0.8447,-0.329,9.8612,-0.855,-0.3305,9.7637,0.0033,-0.0014,0.0046,0.0003,-0.0005,0.0007,30,-40.91,-27.35,-41.84,122.43,1.93,5,5,22.98,,,,NaN,,,,0 / 0,235507,2018-08-11 08:42:22:445
-0.8507,-0.3314,9.8683,-0.8489,-0.3263,9.7644,-0.0013,-0.0032,-0.0015,-0.001,-0.0005,-0.0005,30,-41.98,-27.96,-40.66,122.77,1.9,4.97,5,23.615,,,,NaN,,,,0 / 0,236006,2018-08-11 08:42:22:944
-0.8542,-0.3182,9.8636,-0.8532,-0.3262,9.764,0.0132,0.0008,0.0045,0.0003,-0.0005,-0.0005,30,-40.54,-27.09,-40.06,122.45,1.91,5.01,5,22.066,,,,NaN,,,,0 / 0,236507,2018-08-11 08:42:23:445
-0.8662,-0.3194,9.8372,-0.8515,-0.3278,9.7641,-0.0029,0.0026,-0.0001,-0.001,-0.0005,-0.0005,30,-41.1,-27.67,-40.95,123.35,1.92,4.98,5,21.058,,,,NaN,,,,0 / 0,237008,2018-08-11 08:42:23:946
-0.8566,-0.3134,9.8576,-0.8567,-0.3251,9.7637,-0.0057,-0.0006,-0.0046,-0.001,-0.0005,-0.0005,30,-40.22,-27.66,-41.85,123.91,1.9,5.01,5,23.184,,,,NaN,,,,0 / 0,237507,2018-08-11 08:42:24:445
-0.8698,-0.3278,9.8444,-0.8547,-0.3285,9.7638,-0.0063,0.0014,-0.0078,-0.001,0.0007,-0.0005,30,-41.07,-26.78,-40.35,122.46,1.92,5,5,22.968,,,,NaN,,,,0 / 0,238007,2018-08-11 08:42:24:945
-0.8722,-0.3422,9.854,-0.8513,-0.3297,9.7641,0.0043,0.0006,0.0007,0.0015,-0.0005,-0.0005,30,-41.63,-27.66,-41.25,122.78,1.93,4.98,5,24.194,,,,NaN,,,,0 / 0,238507,2018-08-11 08:42:25:445
-0.8662,-0.3266,9.8588,-0.8521,-0.3253,9.7641,-0.0058,0.0021,-0.0011,0.0003,-0.0005,-0.0005,30,-39.68,-27.35,-42.14,123.01,1.9,4.98,5,23.628,,,,NaN,,,,0 / 0,239007,2018-08-11 08:42:25:945
-0.8602,-0.3326,9.8636,-0.8522,-0.3268,9.7641,0.0062,-0.0043,0.0008,0.0003,0.0007,-0.0005,30,-41.27,-27.67,-40.66,123.35,1.91,4.99,5,22.379,,,,NaN,,,,0 / 0,239507,2018-08-11 08:42:26:445
-0.8602,-0.3266,9.8695,-0.8448,-0.3258,9.7648,0.0084,-0.0007,0.0042,0.0003,0.0007,-0.0005,30,-40.73,-27.06,-41.54,122.43,1.9,4.94,5,21.969,,,,NaN,,,,0 / 0,240006,2018-08-11 08:42:26:944
-0.8626,-0.335,9.8564,-0.8538,-0.3248,9.764,0.0003,-0.0004,0.0157,0.0003,0.0007,-0.0005,30,-41.1,-27.67,-40.95,123.34,1.9,5,5,23.988,,,,NaN,,,,0 / 0,240507,2018-08-11 08:42:27:445
-0.8542,-0.329,9.866,-0.8512,-0.3253,9.7642,0.0054,-0.0028,0.0041,0.0003,0.0007,-0.0005,30,-41.46,-28.27,-40.37,123.37,1.9,4.99,5,25.931,,,,NaN,,,,0 / 0,241008,2018-08-11 08:42:27:946
-0.871,-0.341,9.854,-0.8498,-0.3289,9.7642,-0.0101,0.0009,-0.0016,0.0003,-0.0005,-0.0005,30,-41.44,-27.66,-40.95,123.37,1.92,4.97,5,21.443,,,,NaN,,,,0 / 0,241507,2018-08-11 08:42:28:445
